index_col,make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity,msrp
6581,BMW,M2,2016,premium unleaded (required),365.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,26,18,3916,51700
6583,Infiniti,M30,1990,regular unleaded,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,23,17,190,2000
6588,Infiniti,M35,2008,premium unleaded (required),275.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,190,43900
6594,Infiniti,M37,2011,premium unleaded (recommended),330.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,24,17,190,49200
6596,BMW,M3,2015,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26,17,3916,62000
6599,BMW,M4 GTS,2016,premium unleaded (required),493.0,6.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,23,16,3916,133205
6600,Infiniti,M45,2008,premium unleaded (required),325.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,21,16,190,50250
6606,BMW,M4,2015,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,26,17,3916,64200
6612,Infiniti,M56,2011,premium unleaded (required),420.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,23,16,190,60950
6614,BMW,M5,2014,premium unleaded (required),552.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,92900
6617,BMW,M6 Gran Coupe,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,115700
6620,BMW,M6,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,14,3916,118200
6626,Porsche,Macan,2015,premium unleaded (required),400.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,23,17,1715,72300
6634,Dodge,Magnum,2006,regular unleaded,340.0,8.0,AUTOMATIC,all wheel drive,4.0,,Large,Wagon,22,15,1851,32855
6650,Chevrolet,Malibu Classic,2008,regular unleaded,219.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,29,18,1385,20320
6653,Chevrolet,Malibu Hybrid,2008,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,32,24,1385,23640
6656,Chevrolet,Malibu Limited,2016,regular unleaded,197.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,24,1385,23835
6660,Chevrolet,Malibu Maxx,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Midsize,4dr Hatchback,28,20,1385,24610
6671,Chevrolet,Malibu,2015,regular unleaded,196.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,36,25,1385,28195
6690,Lincoln,Mark LT,2006,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Crew Cab Pickup,18,13,61,38680
6700,Lincoln,Mark VIII,1996,regular unleaded,280.0,8.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Large,Coupe,24,16,61,2000
6706,Lincoln,Mark VII,1990,regular unleaded,225.0,8.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Large,Coupe,22,15,61,2000
6712,Toyota,Matrix,2011,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,32,25,2031,19685
6727,Nissan,Maxima,2014,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,26,19,2009,34380
6739,Mercedes-Benz,Maybach,2016,premium unleaded (required),523.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,20,13,617,189350
6741,Mazda,Mazdaspeed 3,2011,premium unleaded (required),263.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,25,18,586,23700
6744,Mazda,Mazdaspeed 6,2006,premium unleaded (required),274.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,23,17,586,27995
6748,Mazda,Mazdaspeed MX-5 Miata,2004,premium unleaded (required),178.0,4.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Performance",Compact,Convertible,24,18,586,25730
6751,Mazda,Mazdaspeed Protege,2003,premium unleaded (required),170.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,27,21,586,20480
6753,BMW,M,2001,premium unleaded (required),315.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,23,15,3916,44990
6758,Acura,MDX,2015,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,18,204,44565
6792,Mercedes-Benz,Metris,2016,premium unleaded (recommended),208.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Compact,Passenger Minivan,23,20,617,32500
6794,Chevrolet,Metro,1999,regular unleaded,55.0,3.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,42,34,1385,2000
6801,Mitsubishi,Mighty Max Pickup,1994,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,23,18,436,2000
6806,Mazda,Millenia,2000,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,25,17,586,2381
6825,Mitsubishi,Mirage G4,2017,regular unleaded,78.0,3.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,40,33,436,13995
6828,Mitsubishi,Mirage,2014,regular unleaded,74.0,3.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,42,34,436,12995
6842,Lincoln,MKC,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,29,20,61,46030
6862,Lincoln,MKS,2014,regular unleaded,304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,19,61,38850
6871,Lincoln,MKT,2015,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Large,Wagon,23,16,61,45205
6877,Lincoln,MKX,2015,regular unleaded,305.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,17,61,40850
6895,Lincoln,MKZ Hybrid,2011,regular unleaded,191.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,36,41,61,34645
6896,Lincoln,MKZ,2015,regular unleaded,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,33,22,61,45555
6920,Mercedes-Benz,ML55 AMG,2000,regular unleaded,342.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,Performance",Midsize,4dr SUV,16,12,617,5650
6921,Tesla,Model S,2014,electric,,0.0,DIRECT_DRIVE,rear wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,90,88,1391,79900
6939,Dodge,Monaco,1990,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,24,15,1851,2000
6945,Pontiac,Montana SV6,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,210,24250
6947,Pontiac,Montana,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,24,17,210,26140
6964,Chevrolet,Monte Carlo,2005,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,29,19,1385,22280
6975,Mitsubishi,Montero Sport,2002,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,4dr SUV,20,15,436,27607
6995,Mitsubishi,Montero,2004,regular unleaded,215.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,18,13,436,34999
6998,McLaren,MP4-12C,2012,premium unleaded (required),592.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,22,15,416,229000
7000,Mazda,MPV,2004,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,23,16,586,28460
7008,Toyota,MR2 Spyder,2003,premium unleaded (required),138.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,30,22,2031,25645
7014,Toyota,MR2,1993,regular unleaded,135.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,26,19,2031,2000
7020,Bentley,Mulsanne,2014,premium unleaded (required),505.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,18,11,520,298900
7024,Nissan,Murano CrossCabriolet,2012,premium unleaded (recommended),265.0,6.0,AUTOMATIC,all wheel drive,2.0,Crossover,Midsize,Convertible SUV,22,17,2009,44540
7027,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,39000
7055,Lamborghini,Murcielago,2008,premium unleaded (required),632.0,12.0,MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,13,8,1158,336400
7064,Ford,Mustang SVT Cobra,1997,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Performance",Compact,Convertible,24,16,5657,3550
7070,Ford,Mustang,2015,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Midsize,Convertible,25,15,5657,41800
7094,Mazda,MX-3,1993,regular unleaded,130.0,6.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,26,20,586,2000
7100,Mazda,MX-5 Miata,2014,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,27505
7128,Mazda,MX-6,1995,regular unleaded,164.0,6.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,24,18,586,2000
7135,Mazda,Navajo,1992,regular unleaded,155.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,20,15,586,2000
7147,Lincoln,Navigator,2015,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,20,15,61,65055
7167,Dodge,Neon,2003,premium unleaded (required),215.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,27,19,1851,19450
7189,Volkswagen,New Beetle,2008,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,20,873,20990
7225,Chrysler,New Yorker,1994,regular unleaded,214.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,24,16,1013,2000
7228,Oldsmobile,Ninety-Eight,1994,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,25,17,26,2000
7235,Dodge,Nitro,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Crossover,Midsize,4dr SUV,21,15,1851,26220
7259,Acura,NSX,2004,regular unleaded,290.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,22,16,204,89000
7264,Nissan,NV200,2015,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,26,24,2009,21710
7270,Lexus,NX 200t,2015,premium unleaded (required),235.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,21,454,35880
7282,Lexus,NX 300h,2015,regular unleaded,194.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,31,35,454,39720
7287,Nissan,NX,1991,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,28,21,2009,2000
7293,Honda,Odyssey,2015,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,37775
7308,Dodge,Omni,1990,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31,22,1851,2000
7309,Kia,Optima Hybrid,2015,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,39,35,1720,32150
7315,Kia,Optima,2014,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,40,36,1720,25995
7332,Subaru,Outback,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640,30295
7352,Mitsubishi,Outlander Sport,2015,regular unleaded,148.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,30,24,436,22195
7380,Mitsubishi,Outlander,2015,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,29,24,436,26195
7398,Chrysler,Pacifica,2007,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,23,16,1013,24460
7415,Porsche,Panamera,2015,premium unleaded (required),570.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,24,15,1715,200500
7437,Buick,Park Avenue,2003,premium unleaded (required),240.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,25,16,155,39725
7443,Rolls-Royce,Park Ward,2001,premium unleaded (required),322.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury",Large,Sedan,15,11,86,259900
7445,Toyota,Paseo,1995,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,33,25,2031,2000
7449,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,36,24,873,26280
7494,Honda,Passport,2000,regular unleaded,205.0,6.0,MANUAL,rear wheel drive,4.0,,Midsize,4dr SUV,18,15,2202,2452
7514,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,4dr SUV,27,20,2009,29510
7542,Volkswagen,Phaeton,2004,premium unleaded (recommended),335.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,21,14,873,64600
7553,Rolls-Royce,Phantom Coupe,2014,premium unleaded (required),453.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,Performance",Large,Coupe,19,11,86,433550
7556,Rolls-Royce,Phantom Drophead Coupe,2014,premium unleaded (required),453.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,Performance",Large,Convertible,19,11,86,474600
7559,Rolls-Royce,Phantom,2014,premium unleaded (required),453.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,Performance",Large,Sedan,19,11,86,402940
7565,Toyota,Pickup,1993,regular unleaded,150.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,Extended Cab Pickup,20,15,2031,2047
7591,Honda,Pilot,2015,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,2202,33720
7639,Mitsubishi,Precis,1992,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,25,436,2000
7640,Honda,Prelude,1999,regular unleaded,200.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,24,20,2202,3065
7647,Toyota,Previa,1995,regular unleaded,138.0,4.0,AUTOMATIC,rear wheel drive,3.0,,Compact,Passenger Minivan,20,15,2031,2000
7663,Toyota,Prius c,2014,regular unleaded,99.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,20030
7676,Toyota,Prius Prime,2017,regular unleaded,121.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,53,55,2031,27100
7679,Toyota,Prius v,2015,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Wagon,40,44,2031,26675
7691,Toyota,Prius,2015,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,48,51,2031,25765
7709,Chevrolet,Prizm,2000,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,34,27,1385,2130
7715,Ford,Probe,1995,regular unleaded,118.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,23,5657,2000
7723,Mazda,Protege5,2002,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,28,22,586,16455
7725,Mazda,Protege,2001,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,22,586,13885
7736,Chrysler,Prowler,2001,premium unleaded (required),253.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,21,15,1013,44625
7741,Chrysler,PT Cruiser,2008,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,24,19,1013,19785
7749,Nissan,Pulsar,1990,regular unleaded,90.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,31,23,2009,2000
7750,Audi,Q3,2015,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,29,20,3105,32500
7764,Infiniti,Q40,2015,premium unleaded (required),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,27,19,190,33950
7766,Infiniti,Q45,2004,regular unleaded,340.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,22,16,190,61600
7770,Infiniti,Q50,2015,premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,27,19,190,38950
7806,Audi,Q5,2015,premium unleaded (required),272.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,18,3105,52900
7826,Infiniti,Q60 Convertible,2014,premium unleaded (recommended),325.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,24,16,190,53400
7832,Infiniti,Q60 Coupe,2014,premium unleaded (required),348.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,25,17,190,51750
7850,Infiniti,Q70,2014,premium unleaded (required),330.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,17,190,51750
7873,Audi,Q7,2014,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Large,4dr SUV,28,19,3105,64900
7888,Maserati,Quattroporte,2015,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,24,15,238,106900
7901,Nissan,Quest,2014,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,25,19,2009,33750
7913,Infiniti,QX4,2001,premium unleaded (required),240.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,4dr SUV,18,14,190,34150
7919,Infiniti,QX50,2015,premium unleaded (recommended),325.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,190,36400
7927,Infiniti,QX56,2009,premium unleaded (recommended),320.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,17,12,190,58150
7933,Infiniti,QX60,2015,premium unleaded (recommended),230.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury,Hybrid",Large,4dr SUV,28,26,190,45400
7943,Infiniti,QX70,2015,premium unleaded (required),325.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,190,45850
7949,Infiniti,QX80,2014,premium unleaded (recommended),400.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,4dr SUV,20,14,190,62700
7956,Infiniti,QX,2012,premium unleaded (recommended),400.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,4dr SUV,20,14,190,60000
7960,Mercedes-Benz,R-Class,2010,premium unleaded (required),268.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Large,Wagon,19,14,617,49300
7966,Volkswagen,R32,2004,premium unleaded (recommended),240.0,6.0,MANUAL,all wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,24,17,873,29100
7968,Audi,R8,2014,premium unleaded (required),525.0,10.0,MANUAL,all wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,19,12,3105,164700
7993,Volkswagen,Rabbit,2007,regular unleaded,150.0,5.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,28,19,873,17110
8015,Mitsubishi,Raider,2007,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,20,15,436,24005
8030,Buick,Rainier,2005,regular unleaded,275.0,6.0,AUTOMATIC,all wheel drive,4.0,,Midsize,4dr SUV,19,14,155,35610
8036,GMC,Rally Wagon,1994,regular unleaded,195.0,8.0,AUTOMATIC,rear wheel drive,3.0,,Large,Passenger Van,16,11,549,2000
8042,Dodge,RAM 150,1991,regular unleaded,125.0,6.0,UNKNOWN,rear wheel drive,2.0,,Large,Regular Cab Pickup,17,12,1851,2000
8082,Dodge,RAM 250,1991,regular unleaded,170.0,8.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,13,10,1851,2000
8107,Dodge,Ram 50 Pickup,1991,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Extended Cab Pickup,22,17,1851,2000
8126,Dodge,Ram Cargo,2001,regular unleaded,225.0,8.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Cargo Van,17,12,1851,20240
8141,Dodge,Ram Pickup 1500,2008,regular unleaded,215.0,6.0,MANUAL,rear wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,19,16,1851,22150
8203,Dodge,Ram Van,1998,regular unleaded,230.0,8.0,AUTOMATIC,rear wheel drive,3.0,,Large,Cargo Van,17,12,1851,2245
8215,Dodge,Ram Wagon,2000,regular unleaded,175.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Compact,Passenger Van,15,13,1851,2326
8220,Dodge,Ramcharger,1991,regular unleaded,170.0,8.0,MANUAL,four wheel drive,2.0,,Midsize,2dr SUV,13,10,1851,2000
8242,Land Rover,Range Rover Evoque,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,30,21,258,60000
8270,Land Rover,Range Rover Sport,2014,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Midsize,4dr SUV,19,14,258,79100
8294,Land Rover,Range Rover,2014,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,19,13,258,142100
8329,Ford,Ranger,2009,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,26,21,5657,17990
8366,Aston Martin,Rapide S,2014,premium unleaded (required),550.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,19,13,259,198250
8369,Aston Martin,Rapide,2010,premium unleaded (required),470.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,19,13,259,197850
8373,Toyota,RAV4 EV,2012,electric,154.0,,DIRECT_DRIVE,front wheel drive,4.0,Crossover,Midsize,4dr SUV,74,78,2031,49800
8376,Toyota,RAV4 Hybrid,2016,regular unleaded,194.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Midsize,4dr SUV,31,34,2031,28370
8381,Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,31,24,2031,25240
8405,Lexus,RC 200t,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,32,22,454,39995
8407,Lexus,RC 300,2016,premium unleaded (required),255.0,6.0,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Coupe,26,19,454,42610
8409,Lexus,RC 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,28,19,454,42790
8415,Lexus,RC F,2015,premium unleaded (required),467.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,25,16,454,62400
8418,Acura,RDX,2015,premium unleaded (recommended),273.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,19,204,36495
8442,Buick,Reatta,1990,regular unleaded,165.0,6.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,25,16,155,2000
8446,Buick,Regal,2016,premium unleaded (recommended),259.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,30,21,155,28565
8463,Oldsmobile,Regency,1997,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,26,17,26,2000
8465,Buick,Rendezvous,2005,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,155,29970
8471,Suzuki,Reno,2006,regular unleaded,126.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,28,20,481,15399
8486,Lamborghini,Reventon,2008,premium unleaded (required),650.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,14,9,1158,1500000
8487,Honda,Ridgeline,2013,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,21,15,2202,37380
8510,Kia,Rio,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,37,27,1720,15190
8531,Buick,Riviera,1997,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,2.0,,Large,Coupe,26,17,155,2000
8535,Acura,RL,2010,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,204,54250
8547,Acura,RLX,2015,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,20,204,50950
8559,Buick,Roadmaster,1994,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,23,15,155,2000
8568,Nissan,Rogue Select,2014,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,23,2009,20150
